agency,code,description,unit,zone_a,zone_b,zone_c,zone_d
PWD,10.9,"Supply, fabrication, installation and de-installation of built- up sections for shore pile bracing at any level basement work from steel plates conforming to ASTM A36, with a minimum yield strength of 250 MPa, including the cost of testing of plates, application of red/grey-oxide primer etc. all complete as per drawing, specification and direction of Engineer-in-charge. (Salvage materials shall be the contractors property after completion of work).",kg,88.0,88.0,88.0,88.0
PWD,10.10,"Supply, fabrication, installation and de-installation of built- up sections for shore pile bracing at any level basement work from steel plates conforming to ASTM A572, with a minimum yield strength of 345 MPa, including the cost of testing of plates, application of red/grey-oxide primer etc. all complete as per drawing, specification and direction of Engineer-in-charge. (Salvage materials shall be the contractors property after completion of work).",kg,89.0,89.0,89.0,89.0
PWD,10.11,"Supply and fixing of connection bolts of variable diameter with nut and washer according to ""ASTM A325 Type 1 or equivalent” with Fu =720 MPa, including the cost of testing of bolts, all complete as per drawing, specification and direction of Engineer-In-Charge.",kg,361.0,361.0,361.0,361.0
PWD,10.12,"Supply and fixing of connection bolts of variable diameter with nut and washer according to ""ASTM A307 Type A or equivalent” with Fu =414 MPa, including the cost of testing of bolts, all complete as per drawing, specification and direction of Engineer-In-Charge.",kg,324.0,324.0,324.0,324.0
PWD,10.13,"Supply and installation of GI purlin & girt of any size (up to level-4) conforming to ""ASTM A653"" grade 45, with a minimum yield strength of 310 MPa, including the cost of testing of materials, all complete as per drawing, specification and direction of Engineer-in-charge.",kg,164.0,163.0,164.0,164.0
PWD,10.14,"Supply and fixing of sag rod (up to level-4) conforming to grade 40, with a minimum yield strength of 275 MPa, including the cost of making threads, nuts and washers, red oxide primer etc. all complete as per drawing, specification and direction of Engineer-in-charge.",kg,158.0,158.0,158.0,158.0
PWD,10.15,"Supply and fixing of cable/wire bracing conforming to ""ASTM A475"" with a minimum yield strength of 1193 MPa, with I-bolt and hill side washer, all complete as per drawing, specification and direction of Engineer-in-charge.",meter,223.0,223.0,223.0,223.0
PWD,10.16,"Supplying and fixing of shear stud of variable dia conforming to ASTM A108 or equivalent with minimum yield strength of 275 MPa, including the cost testing, welding etc. all complete as per drawing, specification and direction of Engineer-in- charge.",kg,169.0,169.0,169.0,169.0
PWD,10.17,"Supply and installation of 0.70 mm thick galvanized decking panel according to ASTM A653, with minimum yield strength of 345 MPa, including all necessary accessories (sheeting screws with washers, sealants etc.), testing of materials etc. all complete as per drawing, specification and direction of Engineer-in-charge.",kg,186.0,186.0,186.0,186.0
PWD,10.18,"Supply, fabrication and installation of 6 mm thick Chequer Plate conforming to ASTM A572, with minimum yield strength of 345 MPa (up to level-4), including all necessary accessories, testing of materials etc. all complete as per drawing, specification and direction of Engineer-in-charge.",kg,196.0,196.0,196.0,196.0
PWD,10.19,"Supply and installation of 0.47 mm thick zinc alum color coated profile sheet from local source/China with minimum warranty period of 5 years after installation for roof, wall, caping, flashing, trimming, gutter etc. (up to level-4) conforming to ASTM A792, Grade: 80, AZM150 gm/m2, including the cost of necessary accessories (sheeting screws with washers, silicon sealant etc.), testing of materials etc. all complete as per drawing specification and direction of Engineer-in-charge.",kg,200.0,200.0,200.0,200.0
PWD,10.20,"Supply and installation of 0.47 mm thick zinc alum color coated profile sheet of durability class 2 with minimum warranty period of 10 years of durability, for roof, wall, caping, flashing, trimming, gutter etc. conforming to ASTM A792, Grade: 80, AZM150 gm/m2, including the cost of necessary accessories (sheeting screws with washers, silicon sealant etc.), testing of materials etc. all complete as per drawing specification and direction of Engineer-in-charge (supplier has to produce papers to proof the source of material).",kg,322.0,322.0,322.0,322.0
PWD,10.21,"Supply and installation of 0.457 mm thick corrugated galvanized iron sheet (Bangladesh made) having min weight 63-65 kg per bundle (2'-6"" width, 70 – 72 rft long) fitted and fixed on M.S. sections with 'J' hook or wooden purlin with screws, limpet washers and putty etc. (up to level-4) all complete and accepted by the Engineer-in-charge.",sqm,578.0,577.0,569.0,569.0
PWD,10.22.1,Galvanized,meter,472.0,471.0,459.0,459.0
PWD,10.22.2,Colored,meter,523.0,522.0,510.0,510.0
PWD,10.23,"Supply and installation of 2.0 mm thick fiber glass sheet (transparent sheet) for roof, wall etc. on M.S. purlin, angle etc. with 'J' hook or screws with washer and putty, all complete as per drawing, specification and direction of Engineer-in-charge (up to level-4).",sqm,1437.0,1436.0,1428.0,1428.0
PWD,10.24,1.5 mm thick plain fiberglass sheet ridging with 300 mm lap on either side fitted and fixed with galvanized bolts and nuts etc. all complete and accepted by the Engineer-in- charge.,meter,875.0,874.0,862.0,862.0
PWD,10.25,"Supply and installation of double bubble foil insulation at wall and roof of nominal thickness of 8 mm conforming to Class A in accordance with the ASTM-E84-09 fire test standard, including the cost of lapping, Scotch tape, adhesive and necessary accessories, all complete as per drawing, specification and direction of Engineer-in-charge.",sqm,251.0,251.0,251.0,251.0
PWD,10.26,"Premium Synthetic Enamel paint of approved best quality and colour delivered from authorized local agent of the manufacturer (Berger robbialac supergloss synthetic enamel/ Elite lucky seven/ Asian apcolipe premium paint or equivalent brand) in a sealed container, having highly water resistant, high bondibilty, flexibility property; using specified brand thinner applying to metallic surface by spray in two coats over single coat anti-corrosive coating including cleaning drying, making free from dirt, grease, wax, removing all chalked and scaled materials, all complete in all floors accepted by the Engineer-in-charge. (payment shall be made on structural steel weight basis)",kg,9.0,9.0,9.0,9.0
PWD,10.27,"Supply and application of Epoxy based corrosion protection paint to the surface of the structural steel members conforming to SA 2.5; the corrosion class shall be C3 in accordance with BS EN ISO 12944-2 and durability class in accordance with BS EN ISO 12944-5; the Steel members to be shot blasted inside the enclosed shot blasting chamber, final coat paint must be applied on site after installation, including the cost of primer, testing and necessary accessories, all complete as per drawing, specification and direction of Engineer-in-charge.",kg,26.0,26.0,26.0,26.0
PWD,10.28,"Supply and pouring of non-shrink grout to steel column bases conforming to ASTM C109 having compressive strength not less than 45 MPa, including the cost of shutter and necessary accessories, all complete as per drawing, specification and direction of Engineer-in-charge.",cum,147568.0,147568.0,147568.0,147568.0
PWD,10.29,"Safety Canopy: Supplying temporary safety canopy around construction work place where public safety is likely to be endangered due to construction activities; which shall be made of truss system of steel sections (main frame) at 1800 mm c/c with purlins @ 750 mm c/c, making flooring system by corrugated galvanized iron sheets of thickness 0.45 mm, laying wire mesh net on iron sheets, providing continuous gutter along the edges of the building with downpipe @ 6000",sqm,2429.0,2425.0,2407.0,2407.0
PWD,10.30,"Safety net with G.I Wire: Supply, fabrication, installation and taking out temporary horizontal safety net around construction work place where public safety is likely to be endangered due to construction activities; which shall be made of Chain link net with 24 BWG wire fitted at 15'-0'' height horizontally of the outer periphery of the building with 75 mm x 40 mm x 5 mm MS Chanel post and purlin, 20 mm MS Rod and 40 mm x 40 mm x 6 mm MS Angle as ties etc. by standard anchoring and welding, nut-bolts etc. all complete and accepted by the Engineer-in-charge. (Salvage materials shall be the contractors property after completion of work.)",sqm,1554.0,1541.0,1521.0,1521.0
PWD,10.31,"Safety shed over drive way: Supply, fabrication, installation and taking out temporary horizontal safety shed over the drive way around construction work place where public safety is likely to be endangered due to construction activities; which shall be made of 0.27 mm thick galvanized iron plain sheet fitted at 15'-0'' height horizontally over the drive way or path way at the outer periphery of the building with 75 mm x 40 mm x 5 mm M.S Chanel post and purlin,20 mm MS Rod and 40 mm x 40 mm x 6 mm MS Angle as ties etc. by standard anchoring and welding, nut-bolts etc. all complete and accepted by the Engineer-in-charge. (Salvage materials shall be the contractors property after completion of work.)",sqm,1677.0,1670.0,1642.0,1642.0
PWD,10.32,"Scaffolding for outside netting of building: Supplying, fitting & fixing scaffolding for outside netting of building with single layer 38 mm dia MS pipe connected each other with minimum 4'-0"" centre to centre both direction with 38 mm dia swivel clamp, including fitting and fixing in position providing necessary anchors, wires, ties etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the cost of netting)",sqm,348.0,348.0,348.0,348.0
PWD,10.33,"Safety net: Supplying temporary safety net (hessian cloth) around construction work place (along the height of the building) where public safety is likely to be endangered due to construction activities; which shall be supported using scaffolding around the building for brick work/ plaster; including fitting and fixing in position providing necessary anchors, wires, ties etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the cost of scaffolding)",sqm,51.0,51.0,50.0,50.0
PWD,10.34,"Supply, fabrication, installation and taking out of 1.2 m height temporary safety fencing at different floor during construction work around the outer periphery of building or around the punch in the floor slab for safety of the worker during construction, which shall be made of 10 mm dia MS Rod @ 450 mm c/c both way welded at each point together with a 12 mm Dia MS Rod as top rail drilled anchored to the",sqm,426.0,426.0,426.0,426.0
PWD,10.35,"Providing bearing joints fixed or free with 250 mm x 375 mm x 10 mm M.S. (Grade - A36) plate fitted in the truss angles with 16 mm diameter M.S. rod counter sunk rivets, welded and anchored to 250 x 375 x 10 mm. M.S. plate by two Nos. 19 mm dia M.S. “U” rod embedded in the bed of the lintel around the reinforcement, cleaning and greasing the joints for all floors etc. all complete and accepted by the Engineer- in-charge.",each,3055.0,3048.0,3017.0,3017.0
PWD,10.36,"Galvanization: Galvanization of finished structural steel built-up and hot rolled finished materials of any shape and size (average thickness not more than 8 mm) conforming to the requirement of the corrosion class C3 and Galvanization shall be performed in accordance with ASTM A123 all complete as per drawing, specification and direction of Engineer-in-charge.",kg,71.0,71.0,71.0,71.0
PWD,11.1.1.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,135509.0,135148.0,132944.0,132944.0
PWD,11.1.1.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,118023.0,117823.0,116579.0,116579.0
PWD,11.1.2.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,145620.0,140204.0,145583.0,145583.0
PWD,11.1.2.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,127831.0,122727.0,128839.0,128839.0
PWD,11.1.3.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,160786.0,160425.0,158221.0,158221.0
PWD,11.1.3.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,142543.0,142343.0,141099.0,141099.0
PWD,11.1.4.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,221452.0,216035.0,221414.0,221414.0
PWD,11.1.4.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,201391.0,196287.0,202398.0,202398.0
PWD,11.1.5.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,256840.0,251424.0,264335.0,264335.0
PWD,11.1.5.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,235719.0,230614.0,244033.0,244033.0
PWD,11.1.6.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,393337.0,387921.0,395827.0,395827.0
PWD,11.1.6.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,368125.0,363021.0,371585.0,371585.0
PWD,11.1.7.1,"Up to Size 0'-2.5"" x 0'-6"" (finished)",cum,186064.0,185703.0,183499.0,183499.0
PWD,11.1.7.2,"Size greater than 0'-2.5"" x 0'-6"" and up to 0'-2.5"" x 0'-11"" (finished)",cum,167063.0,166863.0,165619.0,165619.0
PWD,11.2.1,"Supplying, fitting and fixing M.S. flat bar clamp of 225 mm x 38 mm x 6 mm size having bifurcated ends to door and window frames with necessary screws including cutting grooves in chowkat if necessary and encasing inside the wall with cement concrete (1:2:4) etc. all complete and accepted by the Engineer-in-charge.",each,128.0,127.0,121.0,121.0
PWD,11.2.2,"Supplying, fitting and fixing M.S. flat bar clamp of 150 mm x 38 mm x 6 mm size having bifurcated ends to door and window frames with necessary rowel plug, screws etc. including cutting grooves in chowkat if necessary etc. all complete and accepted by the Engineer-in-charge.",each,131.0,130.0,126.0,126.0
PWD,11.3.1,"Supplying, fitting and fixing double leaf metal door frame for all floors made with 38mm x 38 mm x 6 mm M.S. angle fitted with 150 mm long 6 nos. iron clamps of same size M.S. angle (with one end bifurcated) with the vertical members of the frame, fixing the frame in wall with cement concrete (1:2:4), mending good the damages, fixing 6 Nos. of 100 mm long iron hinges with the vertical members of the frame all complete including making holes in walls, cutting, sizing, welding, fabricating, carrying from work-shop to site and local carriage, curing etc. all complete as per plan and drawing and accepted by the Engineer-in-charge.",meter,735.0,734.0,725.0,725.0
PWD,11.3.2,"Supplying, fitting and fixing single leaf metal door frame for all floors made with 38 mm x 38 mm x 6 mm M.S. angle, fixing 125 mm long 6 nos. iron clamps of same size (with one end bifurcated) with the vertical members of the frame, fixing the frame in wall with cement concrete (1:2:4), mending good the damages, fixing 4 nos. 100 mm size iron hinges with the vertical members of the frame, all complete including making holes in walls, cutting, sizing, welding, fabricating, carriage from workshop to site including local carriage, curing etc. as per plan and drawing etc. all complete and accepted by the Engineer-in–charge.",meter,712.0,711.0,701.0,701.0
PWD,11.4.1,Garjan / Jam/ Local Sal wood,cum,125547.0,120889.0,126617.0,126617.0
PWD,11.4.2,Mehgoni,cum,116447.0,116339.0,115243.0,115243.0
PWD,11.4.3,Silkarai /Chickrashi,cum,139197.0,139088.0,137992.0,137992.0
PWD,11.5.1,Mehgoni wood stair rail,cum,121568.0,121377.0,119180.0,119180.0
PWD,11.5.2,Chattogram Silkarai / Chikrashi wood stair rail,cum,144317.0,144126.0,141929.0,141929.0
PWD,11.5.3,Chattogram Teak wood stair rail,cum,230766.0,226024.0,237432.0,237432.0
PWD,11.5.4,Myanmar(Burma) Teak wood stair rail,cum,353613.0,348872.0,355775.0,355775.0
PWD,11.5.5,Jessore & other Local Teak wood stair rail,cum,167067.0,166876.0,164678.0,164678.0
PWD,12.1.1.1,Kathal (SS Fittings),sqm,9042.0,9011.0,8824.0,8824.0
PWD,12.1.1.2,Kathal (Brass Fittings),sqm,9410.0,9380.0,9192.0,9192.0
PWD,12.1.2.1,Gamari (SS Fittings),sqm,7927.0,7674.0,7932.0,7932.0
PWD,12.1.2.2,Gamari (Brass Fittings),sqm,8296.0,8042.0,8301.0,8301.0
PWD,12.1.3.1,Chattogram Teak (SS Fittings),sqm,13499.0,13246.0,13725.0,13725.0
PWD,12.1.3.2,Chattogram Teak ( Brass Fittings),sqm,13867.0,13614.0,14093.0,14093.0
PWD,12.1.4.1,Myanmar(Burma) Teak (SS Fittings),sqm,19516.0,19263.0,19521.0,19521.0
PWD,12.1.4.2,Myanmar(Burma) Teak (Brass Fittings),sqm,19885.0,19631.0,19890.0,19890.0
PWD,12.2.1.1,Chattogram Teak (SS Fittings),sqm,15685.0,15410.0,15797.0,15797.0
PWD,12.2.1.2,Chattogram Teak (Brass Fittings),sqm,15271.0,15002.0,15448.0,15448.0
PWD,12.2.2.1,Myanmar(Burma) Teak (SS Fittings),sqm,21121.0,20853.0,21069.0,21069.0
PWD,12.2.2.2,Myanmar(Burma) Teak (Brass Fittings),sqm,21523.0,21254.0,21470.0,21470.0
PWD,12.3.1.1,Kathal (SS Fittings),sqm,9924.0,9898.0,9713.0,9713.0
PWD,12.3.1.2,Kathal (Brass Fittings),sqm,10722.0,10695.0,10510.0,10510.0
PWD,12.3.2.1,Gamari (SS Fittings),sqm,8693.0,8420.0,8728.0,8728.0
PWD,12.3.2.2,Gamari (Brass Fittings),sqm,9490.0,9217.0,9525.0,9525.0
PWD,12.3.3.1,Chattogram Teak (SS Fittings),sqm,14851.0,14579.0,15130.0,15130.0
PWD,12.3.3.2,Chattogram Teak ( Brass Fittings),sqm,15648.0,15376.0,15927.0,15927.0
PWD,12.3.4.1,Myanmar(Burma) Teak (SS Fittings),sqm,21503.0,21230.0,21538.0,21538.0
PWD,12.3.4.2,Myanmar(Burma) Teak (Brass Fittings),sqm,22300.0,22027.0,22335.0,22335.0
PWD,12.4.1.1,Kathal (SS Fittings),sqm,8796.0,8771.0,8610.0,8610.0
PWD,12.4.1.2,Kathal (Brass Fittings),sqm,8921.0,8900.0,8753.0,8753.0
PWD,12.4.2.1,Gamari (SS Fittings),sqm,7259.0,7031.0,7299.0,7299.0
PWD,12.4.2.2,Gamari (Brass Fittings),sqm,7876.0,7648.0,7916.0,7916.0
PWD,12.4.3.1,Chattogram Teak (SS Fittings),sqm,12434.0,12206.0,12679.0,12679.0
PWD,12.4.3.2,Chattogram Teak ( Brass Fittings),sqm,13061.0,12833.0,13305.0,13305.0
PWD,12.4.4.1,Myanmar(Burma) Teak (SS Fittings),sqm,18023.0,17795.0,18063.0,18063.0
PWD,12.4.4.2,Myanmar(Burma) Teak (Brass Fittings),sqm,18649.0,18422.0,18689.0,18689.0
PWD,12.5.1.1,Kathal (SS Fittings),sqm,9523.0,9489.0,9287.0,9287.0
PWD,12.5.1.2,Kathal (Brass Fittings),sqm,9891.0,9857.0,9656.0,9656.0
PWD,12.5.2.1,Gamari (SS Fittings),sqm,8352.0,8084.0,8351.0,8351.0
PWD,12.5.2.2,Gamari (Brass Fittings),sqm,8721.0,8452.0,8719.0,8719.0
PWD,12.5.3.1,Chattogram Teak (SS Fittings),sqm,14206.0,13938.0,14436.0,14436.0
PWD,12.5.3.2,Chattogram Teak ( Brass Fittings),sqm,14574.0,14306.0,14805.0,14805.0
PWD,12.5.4.1,Myanmar(Burma) Teak (SS Fittings),sqm,20528.0,20260.0,20527.0,20527.0
PWD,12.5.4.2,Myanmar(Burma) Teak (Brass Fittings),sqm,20896.0,20628.0,20895.0,20895.0
PWD,12.6.1,Commercial solid wooden door (Normal Polish) With SS Fittings,sqm,8127.0,8121.0,8078.0,8078.0
PWD,12.6.2,Commercial solid wooden door (Normal Polish) With Brass Fittings,sqm,8457.0,8450.0,8408.0,8408.0
PWD,12.7.1.1,Myanmar (Burma) Teak (SS Fittings),sqm,30455.0,30448.0,30406.0,30406.0
PWD,12.7.1.2,Myanmar (Burma) Teak (Brass Fittings),sqm,30784.0,30778.0,30735.0,30735.0
PWD,12.7.2.1,Mahogany (Chemically treated by Pressure treatment method) (SS Fittings),sqm,10138.0,10132.0,10089.0,10089.0
PWD,12.7.2.2,Mahogany (Chemically treated by Pressure treatment method) (Brass Fittings),sqm,10467.0,10461.0,10419.0,10419.0
PWD,12.7.3.1,Beech Wood (SS Fittings),sqm,18806.0,18799.0,18757.0,18757.0
PWD,12.7.3.2,Beech Wood (Brass Fittings),sqm,19135.0,19128.0,19086.0,19086.0
PWD,12.7.4,Added Cost for both side Ultra Violet (UV) Lacquer Polish (One side of door area to be used for measurement),sqm,4623.0,4623.0,4623.0,4623.0
PWD,12.8.1,Door Size 6'9' x 2'6'',each,17698.0,17695.0,17667.0,17667.0
PWD,12.8.2,Door Size 6'9' x 3'0'',each,21315.0,21312.0,21285.0,21285.0
PWD,12.8.3,Door Size 6'9' x 3'4'',each,23065.0,23062.0,23034.0,23034.0
PWD,12.9.1.1,Myanmar(Burma) Teak veneered (SS Fittings),sqm,5529.0,5526.0,5504.0,5504.0
PWD,12.9.1.2,Myanmar(Burma) Teak veneered (Brass Fittings),sqm,5858.0,5855.0,5834.0,5834.0
PWD,12.9.2.1,Champ veneered (SS Fittings),sqm,4208.0,4205.0,4184.0,4184.0
PWD,12.9.2.2,Champ veneered (Brass Fittings),sqm,4538.0,4534.0,4513.0,4513.0
PWD,12.9.3.1,Chapalish veneered (SS Fittings),sqm,4208.0,4205.0,4184.0,4184.0
PWD,12.9.3.2,Chapalish veneered (Brass Fittings),sqm,4538.0,4534.0,4513.0,4513.0
PWD,12.9.4.1,Garjan veneered (SS Fittings),sqm,4367.0,4363.0,4342.0,4342.0
PWD,12.9.4.2,Garjan veneered (Brass Fittings),sqm,4696.0,4693.0,4672.0,4672.0
PWD,12.9.5.1,For Formica laminated Door (Commercial Lipping) (SS Fittings),sqm,6003.0,6000.0,5979.0,5979.0
PWD,12.9.5.2,For Formica laminated Door (Commercial Lipping) (Brass Fittings),sqm,6333.0,6329.0,6308.0,6308.0
PWD,12.10.1,Gamari,sqm,11567.0,11101.0,11816.0,11816.0
PWD,12.10.2,Chapalish,sqm,13334.0,12868.0,13583.0,13583.0
PWD,12.10.3,Chattogram Teak,sqm,22610.0,22145.0,23297.0,23297.0
PWD,12.10.4,Myanmar (Burma) Teak,sqm,34537.0,34072.0,34786.0,34786.0
PWD,12.11.1,Gamari,sqm,7906.0,7626.0,8014.0,8014.0
PWD,12.11.2,Chapalish,sqm,8946.0,8666.0,9054.0,9054.0
PWD,12.11.3,Chattogram Teak,sqm,14404.0,14123.0,14769.0,14769.0
PWD,12.11.4,Myanmar(Burma) Teak,sqm,21421.0,21141.0,21529.0,21529.0
PWD,12.12.1.1,Chattogram Teak (SS Fittings),sqm,8786.0,8653.0,8870.0,8870.0
PWD,12.12.1.2,Chattogram Teak (Brass Fittings),sqm,9342.0,9209.0,9426.0,9426.0
PWD,12.12.2.1,Silkarai (SS Fittings),sqm,6586.0,6569.0,6440.0,6440.0
PWD,12.12.2.2,Silkarai (Brass Fittings),sqm,7142.0,7125.0,6996.0,6996.0
PWD,12.12.3.1,Myanmar(Burma) Teak (SS Fittings),sqm,11912.0,11779.0,11882.0,11882.0
PWD,12.12.3.2,Myanmar(Burma) Teak (Brass Fittings),sqm,12468.0,12335.0,12437.0,12437.0
PWD,12.13.1.1,Kathal (SS Fittings),sqm,7756.0,7734.0,7570.0,7570.0
PWD,12.13.1.2,Kathal (Brass Fittings),sqm,8546.0,8524.0,8360.0,8360.0
PWD,12.13.2.1,Gamari (SS Fittings),sqm,7003.0,6830.0,6968.0,6968.0
PWD,12.13.2.2,Gamari (Brass Fittings),sqm,7793.0,7620.0,7758.0,7758.0
PWD,12.13.3.1,Chattogram Teak (SS Fittings),sqm,10766.0,10593.0,10880.0,10880.0
PWD,12.13.3.2,Chattogram Teak (Brass Fittings),sqm,11556.0,11383.0,11670.0,11670.0
PWD,12.13.4.1,Chapalish (SS Fittings),sqm,7605.0,7433.0,7570.0,7570.0
PWD,12.13.4.2,Chapalish (Brass Fittings),sqm,8395.0,8223.0,8360.0,8360.0
PWD,12.13.5.1,Myanmar(Burma) Teak (SS Fittings),sqm,14830.0,14657.0,14795.0,14795.0
PWD,12.13.5.2,Myanmar(Burma) Teak (Brass Fittings),sqm,15620.0,15448.0,15585.0,15585.0
PWD,12.14.1.1,Kathal (SS Fittings),sqm,11390.0,11359.0,11143.0,11143.0
PWD,12.14.1.2,Kathal (Brass Fittings),sqm,12236.0,12205.0,11989.0,11989.0
PWD,12.14.2.1,Gamari (SS Fittings),sqm,10039.0,9738.0,10062.0,10062.0
PWD,12.14.2.2,Gamari (Brass Fittings),sqm,10885.0,10584.0,10908.0,10908.0
PWD,12.14.3.1,Chattogram Teak (SS Fittings),sqm,16795.0,16493.0,17085.0,17085.0
PWD,12.14.3.2,Chattogram Teak (Brass Fittings),sqm,17641.0,17339.0,17932.0,17932.0
PWD,12.14.4.1,Chapalish (SS Fittings),sqm,11120.0,10819.0,11143.0,11143.0
PWD,12.14.4.2,Chapalish (Brass Fittings),sqm,11966.0,11665.0,11989.0,11989.0
PWD,12.14.5.1,Myanmar(Burma) Teak (SS Fittings),sqm,24091.0,23789.0,24114.0,24114.0
PWD,12.14.5.2,Myanmar(Burma) Teak (Brass Fittings),sqm,24937.0,24635.0,24960.0,24960.0
PWD,12.15.1,"Supplying, fitting and fixing steel glazed window shutters for all floors with frames as per design having 25 mm x 25 mm x 5 mm angle section for Chowkat and shutters and 50 mm x 25 mm x 5 mm T- section used for vertical member and 25 mm x 5 mm F.I. bar for making box (combining with angle) and 25 mm x 19 mm x 5 mm T-section used for glass divider including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, plate handle, pin-stopper, adjustable cleat and clamps including supplying, fitting, fixing 3 mm glass panes by pucca putty, for fitting and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-in-charge. (Rate is excluding the costs of painting).",sqm,6804.0,6803.0,6793.0,6793.0
PWD,12.15.2,"Supplying, fitting and fixing M.S. door shutters made with 38 mm x 38 mm x 6 mm angle outer frame, inner member 25 mm x 6 mm F.I. bar, cladding with 16 BWG M.S. sheet, 04 nos 75 mm long hinge, 02 nos. locking arrangement with 50 mm x 50 mm x 6 mm M.S. angle chowkat including all charges for welding, riveting etc. including cost of supplying all essential fittings like iron hinges, socket bolts, clamps, for fitting and fixing the frame, making necessary holes in brick walls and R.C.C works and fitting with C.C. (1:2:4) and mending good the damages including all cost of carriage, workshop charges, electricity and labour for fittings, fixing, curing etc. all complete and accepted by the Engineer-in- charge. (Rate is excluding the costs of painting).",sqm,7636.0,7601.0,7384.0,7384.0
PWD,12.16.1,"With provision for fan-light by providing necessary additional materials, 03 nos adjustable 300 mm long iron cleats and 6 nos 50 mm long iron pin hinges. (total weight of grill without glass panes is min 28.13 kg for 15 sft)",sqm,4433.0,4433.0,4424.0,4424.0
PWD,12.16.2,Without provision for fan-light by providing 02 nos adjustable 300 mm long iron cleats and 4 nos 50 mm long iron pin hinges. (total weight of grill without glass panes is min 24.84 kg for 15 sft),sqm,4145.0,4144.0,4135.0,4135.0
PWD,12.17,"Manufacturing, supplying fitting and fixing of fixed glazed frame for all floors with outer member of 19mm x 19mm x 19mm x 3mm Z-section and vertical and horizontal dividers of 19mm x 19mm x 3mm T-section including all cost of fabrication and welding, supplying and fixing of 19mm x 19mm x 3mm angle clamps of 150mm long (with one end bifurcated) of required Nos with the frame, fixing the frame in wall with (1:2:4) cement concrete in the hole for clamp after making necessary grooves, supplying and fixing of 3mm glass panes with pucca putty, mending good all damages, painting iron face with two coats of synthetic enamel paint over a coat of anti-corrosive priming of approved colour and quality etc. cost of electricity, workshop charges, carriage etc. all complete as per drawing and accepted by the Engineer-in-charge. [Rate is excluding the cost of painting] (Scope of work of this item is in staircase and over partition wall etc.)",sqm,4093.0,4093.0,4081.0,4081.0
PWD,12.18.1.1,Kathal (SS Fittings),sqm,5841.0,5822.0,5683.0,5683.0
PWD,12.18.1.2,Kathal (Brass Fittings),sqm,6980.0,6962.0,6822.0,6822.0
PWD,12.18.2.1,Chattogram Teak (SS Fittings),sqm,7770.0,7655.0,7804.0,7804.0
PWD,12.18.2.2,Chattogram Teak (Brass Fittings),sqm,8909.0,8795.0,8943.0,8943.0
PWD,12.18.3.1,Myanmar(Burma) Teak (SS Fittings),sqm,10375.0,10260.0,10314.0,10314.0
PWD,12.18.3.2,Myanmar(Burma) Teak (Brass Fittings),sqm,11514.0,11400.0,11453.0,11453.0
PWD,12.19.1,With SS Fittings,sqm,16629.0,16331.0,16846.0,16846.0
PWD,12.19.2,With Brass Fittings,sqm,16919.0,16621.0,17136.0,17136.0
PWD,12.20,"Supplying, fitting and fixing hydraulic door closer (big size) of approved quality including all necessary tools and accessories etc. all complete and accepted by the Engineer- in-charge.",each,2684.0,2682.0,2666.0,2666.0
PWD,12.21,"Supplying, fitting and fixing mortice door lock with lever handle of approved quality including all necessary tools and accessories etc. all complete approved and accepted by the Engineer-in-charge.",each,1242.0,1239.0,1212.0,1212.0
PWD,12.22,"Supplying, fitting and fixing rim/round door lock of approved quality including all necessary tools and accessories etc. all complete and accepted by the Engineer- in-charge.",each,1058.0,1055.0,1028.0,1028.0
PWD,12.23.1,SS Hasp Bolt,each,344.0,344.0,337.0,337.0
PWD,12.23.2,Brass Hasp Bolt,each,552.0,552.0,546.0,546.0
PWD,12.24,"Supplying, fitting and fixing of best quality magnetic door holder of approved quality including all necessary tools and accessories all complete and accepted by the Engineer-in- charge.",each,374.0,373.0,362.0,362.0
